,freqs,usess,value
34,"10,60 – 10,65",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
35,"10,60 – 10,65",RADIOLOCAŢIE,1
36,"10,65 – 10,68",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
37,"10,65 – 10,68",FIX,1
38,"10,65 – 10,68",RADIOASTRONOMIE,1
39,"10,65 – 10,68",CERCETARE SPAŢIALĂ (PASIV),1
40,"10,65 – 10,68",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
41,"10,65 – 10,68",RADIOLOCAŢIE,1
42,"10,68 – 10,70",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
43,"10,68 – 10,70",RADIOASTRONOMIE,1
44,"10,68 – 10,70",CERCETARE SPAŢIALĂ (PASIV),1
45,"10,70 – 10,95",FIX,1
46,"10,70 – 10,95",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT) (PĂMÂNT–SPAŢIU),1
47,"10,70 – 10,95",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
48,"10,70 – 10,95",MOBIL PRIN SATELIT (SPAŢIU–PĂMÂNT),1
49,"10,95 – 11,20",FIX,1
50,"10,95 – 11,20",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT) (PĂMÂNT–SPAŢIU),1
51,"10,95 – 11,20",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
52,"11,20 – 11,45",FIX,1
53,"11,20 – 11,45",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT) (PĂMÂNT–SPAŢIU),1
54,"11,20 – 11,45",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
55,"11,45 – 11,70",FIX,1
56,"11,45 – 11,70",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT) (PĂMÂNT–SPAŢIU),1
57,"11,45 – 11,70",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
58,"11,70 – 12,50",RADIODIFUZIUNE PRIN SATELIT,1
59,"11,70 – 12,50",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
60,"12,50 – 12,75",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT) (PĂMÂNT–SPAŢIU),1
61,"12,75 – 13,25",FIX,1
62,"12,75 – 13,25",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
63,"13,25 – 13,40",RADIONAVIGAŢIE AERONAUTICĂ,1
64,"13,25 – 13,40",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (ACTIV),1
65,"13,25 – 13,40",CERCETARE SPAŢIALĂ (ACTIV),1
66,"13,40 – 13,65",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (ACTIV),1
67,"13,40 – 13,65",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT),1
68,"13,40 – 13,65",RADIOLOCAŢIE,1
69,"13,40 – 13,65",CERCETARE SPAŢIALĂ,1
70,"13,65 – 13,75",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (ACTIV),1
71,"13,65 – 13,75",RADIOLOCAŢIE,1
72,"13,65 – 13,75",CERCETARE SPAŢIALĂ,1
73,"13,75 – 14,00",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
74,"13,75 – 14,00",RADIOLOCAŢIE,1
75,"13,75 – 14,00",CERCETARE SPAŢIALĂ,1
76,"14,00 – 14,25",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
77,"14,00 – 14,25",MOBIL PRIN SATELIT (PĂMÂNT–SPAŢIU),1
78,"14,00 – 14,25",CERCETARE SPAŢIALĂ,1
79,"14,25 – 14,30",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
80,"14,25 – 14,30",MOBIL PRIN SATELIT (PĂMÂNT–SPAŢIU),1
81,"14,25 – 14,30",CERCETARE SPAŢIALĂ,1
82,"14,30 – 14,40",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
83,"14,30 – 14,40",MOBIL PRIN SATELIT (PĂMÂNT–SPAŢIU),1
84,"14,40 – 14,466",FIX,1
85,"14,40 – 14,466",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
86,"14,40 – 14,466",MOBIL PRIN SATELIT (PĂMÂNT–SPAŢIU),1
87,"14,466 – 14,47",FIX,1
88,"14,466 – 14,47",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
89,"14,466 – 14,47",MOBIL PRIN SATELIT (PĂMÂNT–SPAŢIU),1
90,"14,47 – 14,50",FIX,1
91,"14,47 – 14,50",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
92,"14,47 – 14,50",MOBIL PRIN SATELIT (PĂMÂNT–SPAŢIU),1
93,"14,47 – 14,50",RADIOASTRONOMIE,1
94,"14,50 – 14,543",FIX,1
95,"14,50 – 14,543",RADIOASTRONOMIE,1
96,"14,543 – 14,655",FIX,1
97,"14,543 – 14,655",RADIOASTRONOMIE,1
98,"14,655 – 14,75",FIX,1
99,"14,655 – 14,75",RADIOASTRONOMIE,1
100,"14,75 – 14,80",FIX,1
101,"14,75 – 14,80",RADIOASTRONOMIE,1
102,"14,80 – 14,956",FIX,1
103,"14,80 – 14,956",RADIOASTRONOMIE,1
104,"14,956 – 15,033",FIX,1
105,"14,956 – 15,033",RADIOASTRONOMIE,1
106,"15,033 – 15,145",FIX,1
107,"15,033 – 15,145",RADIOASTRONOMIE,1
108,"15,145 – 15,35",FIX,1
109,"15,145 – 15,35",RADIOASTRONOMIE,1
110,"15,35 – 15,40",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
111,"15,35 – 15,40",RADIOASTRONOMIE,1
112,"15,35 – 15,40",CERCETARE SPAŢIALĂ (PASIV),1
113,"15,40 – 15,43",RADIONAVIGAŢIE AERONAUTICĂ,1
114,"15,40 – 15,43",RADIOLOCAȚIE,1
115,"15,43 – 15,63",RADIONAVIGAŢIE AERONAUTICĂ,1
116,"15,43 – 15,63",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
117,"15,43 – 15,63",RADIOLOCAȚIE,1
118,"15,63 – 15,70",RADIONAVIGAŢIE AERONAUTICĂ,1
119,"15,63 – 15,70",RADIOLOCAȚIE,1
120,"15,70 – 16,60",RADIOLOCAŢIE,1
121,"16,60 – 17,10",RADIOLOCAŢIE,1
122,"16,60 – 17,10",CERCETARE SPAŢIALĂ (SPAŢIU ÎNDEPĂRTAT) (PĂMÂNT–SPAŢIU),1
123,"17,10 – 17,20",RADIOLOCAŢIE,1
124,"17,10 – 17,20",MOBIL,1
125,"17,20 – 17,30",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (ACTIV),1
126,"17,20 – 17,30",MOBIL,1
127,"17,20 – 17,30",RADIOLOCAŢIE,1
128,"17,20 – 17,30",CERCETARE SPAŢIALĂ (ACTIV),1
129,"17,30 – 17,70",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU) (SPAŢIU–PĂMÂNT),1
130,"17,30 – 17,70",RADIOLOCAŢIE,1
131,"17,70 – 17,8925",FIX,1
132,"17,70 – 17,8925",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT) (PĂMÂNT–SPAŢIU),1
133,"17,8925 – 18,10",FIX,1
134,"17,8925 – 18,10",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT) (PĂMÂNT–SPAŢIU),1
135,"18,10 – 18,2775",FIX,1
136,"18,10 – 18,2775",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT) (PĂMÂNT–SPAŢIU),1
137,"18,2775 – 18,40",FIX,1
138,"18,2775 – 18,40",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT) (PĂMÂNT–SPAŢIU),1
139,"18,40 – 18,60",FIX,1
140,"18,40 – 18,60",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT),1
141,"18,60 – 18,80",EXPLORAREA PĂMÂNTULUI PRIN SATELIT(PASIV),1
142,"18,60 – 18,80",FIX,1
143,"18,60 – 18,80",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT),1
144,"18,80 – 18,9025",FIX,1
145,"18,80 – 18,9025",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT),1
146,"18,9025 – 19,2875",FIX,1
147,"18,9025 – 19,2875",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT),1
148,"19,2875 – 19,30",FIX,1
149,"19,2875 – 19,30",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT),1
150,"19,30 – 19,70",FIX,1
151,"19,30 – 19,70",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT) (PĂMÂNT–SPAŢIU),1
152,"19,70 – 20,10",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT),1
153,"19,70 – 20,10",MOBIL PRIN SATELIT (SPAŢIU–PĂMÂNT),1
154,"20,10 – 20,20",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT),1
155,"20,10 – 20,20",MOBIL PRIN SATELIT (SPAŢIU–PĂMÂNT),1
156,"20,20 – 21,20",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT),1
157,"20,20 – 21,20",MOBIL PRIN SATELIT (SPAŢIU–PĂMÂNT),1
158,"21,20 – 21,40",FIX,1
159,"21,20 – 21,40",MOBIL,1
160,"21,40 – 22,00",RADIODIFUZIUNE PRIN SATELIT,1
161,"21,40 – 22,00",FIX,1
162,"21,40 – 22,00",MOBIL,1
163,"22,00 – 22,21",FIX,1
164,"22,00 – 22,21",RADIOASTRONOMIE,1
165,"22,00 – 22,21",CERCETARE SPAŢIALĂ (PASIV),1
166,"22,21 – 22,50",FIX,1
167,"22,21 – 22,50",RADIOASTRONOMIE,1
168,"22,21 – 22,50",CERCETARE SPAŢIALĂ (PASIV),1
169,"22,21 – 22,50",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
170,"22,50 – 22,55",FIX,1
171,"22,50 – 22,55",RADIOASTRONOMIE,1
172,"22,50 – 22,55",CERCETARE SPAŢIALĂ (PASIV),1
173,"22,55 – 22,60",FIX,1
174,"22,55 – 22,60",RADIOASTRONOMIE,1
175,"22,55 – 22,60",CERCETARE SPAŢIALĂ (PASIV),1
176,"22,55 – 22,60",INTERSATELIŢI,1
177,"22,60 – 23,00",FIX,1
178,"22,60 – 23,00",MOBIL,1
179,"22,60 – 23,00",RADIOASTRONOMIE,1
180,"22,60 – 23,00",CERCETARE SPAŢIALĂ (PASIV),1
181,"22,60 – 23,00",INTERSATELIŢI,1
182,"23,00 – 23,15",FIX,1
183,"23,00 – 23,15",RADIOASTRONOMIE,1
184,"23,00 – 23,15",CERCETARE SPAŢIALĂ (PASIV),1
185,"23,00 – 23,15",INTERSATELIŢI,1
186,"23,15 – 23,55",FIX,1
187,"23,15 – 23,55",INTERSATELIŢI,1
188,"23,55 – 23,60",FIX,1
189,"23,55 – 23,60",INTERSATELIŢI,1
190,"23,60 – 24,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
191,"23,60 – 24,00",RADIOASTRONOMIE,1
192,"23,60 – 24,00",CERCETARE SPAŢIALĂ (PASIV),1
193,"24,00 – 24,05",AMATOR,1
194,"24,00 – 24,05",AMATOR PRIN SATELIT,1
195,"24,00 – 24,05",MOBIL,1
196,"24,05 – 24,25",RADIOLOCAŢIE,1
197,"24,05 – 24,25",AMATOR,1
198,"24,05 – 24,25",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (ACTIV),1
199,"24,05 – 24,25",FIX,1
200,"24,05 – 24,25",MOBIL,1
201,"24,25 – 24,45",FIX,1
202,"24,25 – 24,45",MOBIL,1
203,"24,45 – 24,50",FIX,1
204,"24,45 – 24,50",MOBIL,1
205,"24,50 – 24,65",FIX,1
206,"24,50 – 24,65",MOBIL,1
207,"24,65 – 24,75",FIX,1
208,"24,65 – 24,75",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
209,"24,65 – 24,75",MOBIL,1
210,"24,75 – 25,25",FIX,1
211,"24,75 – 25,25",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
212,"24,75 – 25,25",MOBIL,1
213,"25,25 – 25,50",FIX,1
214,"25,25 – 25,50",INTERSATELIŢI,1
215,"25,25 – 25,50",MOBIL,1
216,"25,50 –26,50",FIX,1
217,"25,50 –26,50",INTERSATELIŢI,1
218,"25,50 –26,50",MOBIL,1
219,"25,50 –26,50",CERCETARE SPAŢIALĂ (SPAŢIU–PĂMÂNT),1
220,"25,50 –26,50",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (SPAŢIU–PĂMÂNT),1
221,"26,50 – 27,00",FIX,1
222,"26,50 – 27,00",INTERSATELIŢI,1
223,"26,50 – 27,00",CERCETARE SPAŢIALĂ (SPAŢIU–PĂMÂNT),1
224,"26,50 – 27,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (SPAŢIU–PĂMÂNT),1
225,"27,00 – 27,50",FIX,1
226,"27,00 – 27,50",INTERSATELIŢI,1
227,"27,00 – 27,50",MOBIL,1
228,"27,00 – 27,50",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (SPAŢIU–PĂMÂNT),1
229,"27,50 – 28,2485",FIX,1
230,"27,50 – 28,2485",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
231,"28,2485 – 28,50",FIX,1
232,"28,2485 – 28,50",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
233,"28,50 – 29,10",FIX,1
234,"28,50 – 29,10",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
235,"28,50 – 29,10",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PĂMÂNT–SPAŢIU),1
236,"29,10 – 29,2565",FIX,1
237,"29,10 – 29,2565",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
238,"29,10 – 29,2565",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PĂMÂNT–SPAŢIU),1
239,"29,2565 – 29,50",FIX,1
240,"29,2565 – 29,50",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
241,"29,2565 – 29,50",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PĂMÂNT–SPAŢIU),1
242,"29,50 – 29,90",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
243,"29,50 – 29,90",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PĂMÂNT–SPAŢIU),1
244,"29,50 – 29,90",MOBIL PRIN SATELIT (PĂMÂNT–SPAŢIU),1
245,"29,90 – 30,00",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
246,"29,90 – 30,00",MOBIL PRIN SATELIT (PĂMÂNT–SPAŢIU),1
247,"29,90 – 30,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PĂMÂNT–SPAŢIU),1
248,"30,00 – 31,00",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
249,"30,00 – 31,00",MOBIL PRIN SATELIT (PĂMÂNT–SPAŢIU),1
250,"31,00 – 31,30",FIX,1
251,"31,30 – 31,50",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
252,"31,30 – 31,50",RADIOASTRONOMIE,1
253,"31,30 – 31,50",CERCETARE SPAŢIALĂ (PASIV),1
254,"31,50 – 31,80",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
255,"31,50 – 31,80",RADIOASTRONOMIE,1
256,"31,50 – 31,80",CERCETARE SPAŢIALĂ (PASIV),1
257,"31,50 – 31,80",FIX,1
258,"31,50 – 31,80",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
259,"31,80 – 32,00",FIX,1
260,"31,80 – 32,00",RADIONAVIGAŢIE,1
261,"31,80 – 32,00",CERCETARE SPAŢIALĂ (SPAŢIU ÎNDEPĂRTAT) (SPAŢIU–PĂMÂNT),1
262,"32,00 – 32,30",FIX,1
263,"32,00 – 32,30",RADIONAVIGAŢIE,1
264,"32,00 – 32,30",CERCETARE SPAŢIALĂ (SPAŢIU ÎNDEPĂRTAT) (SPAŢIU–PĂMÂNT),1
265,"32,30 – 33,00",FIX,1
266,"32,30 – 33,00",INTERSATELIŢI,1
267,"32,30 – 33,00",RADIONAVIGAŢIE,1
268,"33,00 – 33,40",FIX,1
269,"33,00 – 33,40",INTERSATELIŢI,1
270,"33,00 – 33,40",RADIONAVIGAŢIE,1
271,"33,40 – 34,20",RADIOLOCAŢIE,1
272,"34,20 – 34,70",RADIOLOCAŢIE,1
273,"34,20 – 34,70",CERCETARE SPAŢIALĂ (SPAŢIU ÎNDEPĂRTAT) (PĂMÂNT–SPAŢIU),1
274,"34,70 – 35,20",RADIOLOCAŢIE,1
275,"34,70 – 35,20",CERCETARE SPAŢIALĂ,1
276,"35,20 – 35,50",AUXILIAR METEOROLOGIC,1
277,"35,20 – 35,50",RADIOLOCAŢIE,1
278,"35,50 – 36,00",AUXILIAR METEOROLOGIC,1
279,"35,50 – 36,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (ACTIV),1
280,"35,50 – 36,00",RADIOLOCAŢIE,1
281,"35,50 – 36,00",CERCETARE SPAŢIALĂ (ACTIV),1
282,"36,00 – 37,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
283,"36,00 – 37,00",FIX,1
284,"36,00 – 37,00",MOBIL,1
285,"36,00 – 37,00",CERCETARE SPAŢIALĂ (PASIV),1
286,"36,00 – 37,00",RADIOASTRONOMIE,1
287,"37,00 – 37,50",FIX,1
288,"37,00 – 37,50",EXPLOATARE SPAŢIALĂ (SPAŢIU–PĂMÂNT),1
289,"37,50 – 37,618",FIX,1
290,"37,50 – 37,618",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT),1
291,"37,50 – 37,618",CERCETARE SPAŢIALĂ (SPAŢIU–PĂMÂNT),1
292,"37,50 – 37,618",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (SPAŢIU–PĂMÂNT),1
293,"37,618 – 38,00",FIX,1
294,"37,618 – 38,00",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT),1
295,"37,618 – 38,00",CERCETARE SPAŢIALĂ (SPAŢIU–PĂMÂNT),1
296,"37,618 – 38,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (SPAŢIU–PĂMÂNT),1
297,"38,00 – 38,318",FIX,1
298,"38,00 – 38,318",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT),1
299,"38,00 – 38,318",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (SPAŢIU–PĂMÂNT),1
300,"38,318 – 38,878",FIX,1
301,"38,318 – 38,878",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT),1
302,"38,318 – 38,878",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (SPAŢIU–PĂMÂNT),1
303,"38,878 – 39,50",FIX,1
304,"38,878 – 39,50",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT),1
305,"38,878 – 39,50",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (SPAŢIU–PĂMÂNT),1
306,"39,50 – 40,00",FIX,1
307,"39,50 – 40,00",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT),1
308,"39,50 – 40,00",MOBIL,1
309,"39,50 – 40,00",MOBIL PRIN SATELIT (SPAŢIU–PĂMÂNT),1
310,"39,50 – 40,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (SPAŢIU–PĂMÂNT),1
311,"40,00 – 40,50",FIX,1
312,"40,00 – 40,50",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT),1
313,"40,00 – 40,50",MOBIL PRIN SATELIT (SPAŢIU–PĂMÂNT),1
314,"40,00 – 40,50",CERCETARE SPAŢIALĂ (PĂMÂNT–SPAŢIU),1
315,"40,00 – 40,50",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (SPAŢIU–PĂMÂNT),1
316,"40,50 – 41,00",RADIODIFUZIUNE,1
317,"40,50 – 41,00",RADIODIFUZIUNE PRIN SATELIT,1
318,"40,50 – 41,00",FIX,1
319,"41,00 – 42,50",RADIODIFUZIUNE,1
320,"41,00 – 42,50",RADIODIFUZIUNE PRIN SATELIT,1
321,"41,00 – 42,50",FIX,1
322,"42,50 – 43,50",FIX,1
323,"42,50 – 43,50",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
324,"42,50 – 43,50",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
325,"42,50 – 43,50",RADIOASTRONOMIE,1
326,"43,50 – 45,50",MOBIL,1
327,"43,50 – 45,50",MOBIL PRIN SATELIT,1
328,"43,50 – 45,50",FIX PRIN SATELIT,1
329,"45.50 – 47,00",MOBIL,1
330,"45.50 – 47,00",MOBIL PRIN SATELIT,1
331,"45.50 – 47,00",RADIONAVIGAŢIE,1
332,"45.50 – 47,00",RADIONAVIGAŢIE PRIN SATELIT,1
333,"47,00 – 47,20",AMATOR,1
334,"47,00 – 47,20",AMATOR PRIN SATELIT,1
335,"47,20 – 47,50",FIX,1
336,"47,20 – 47,50",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
337,"47,20 – 47,50",MOBIL,1
338,"47,50 – 47,90",FIX,1
339,"47,50 – 47,90",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU) (SPAŢIU–PĂMÂNT),1
340,"47,90 – 48,20",FIX,1
341,"47,90 – 48,20",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
342,"47,90 – 48,20",MOBIL,1
343,"48,20 – 48,54",FIX,1
344,"48,20 – 48,54",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU) (SPAŢIU–PĂMÂNT),1
345,"48,20 – 48,54",MOBIL,1
346,"48,54 – 49,44",FIX,1
347,"48,54 – 49,44",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
348,"48,54 – 49,44",MOBIL,1
349,"48,54 – 49,44",RADIOASTRONOMIE,1
350,"49,44 – 50,20",FIX,1
351,"49,44 – 50,20",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU) (SPAŢIU–PĂMÂNT),1
352,"49,44 – 50,20",MOBIL,1
353,"50,20 – 50,40",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
354,"50,20 – 50,40",CERCETARE SPAŢIALĂ (PASIV),1
355,"50,40 – 51,40",FIX,1
356,"50,40 – 51,40",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
357,"50,40 – 51,40",MOBIL PRIN SATELIT (PĂMÂNT–SPAŢIU),1
358,"51,40 – 52,60",FIX,1
359,"51,40 – 52,60",MOBIL,1
360,"51,40 – 52,60",RADIOASTRONOMIE,1
361,"52,60 – 54,25",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
362,"52,60 – 54,25",CERCETARE SPAŢIALĂ (PASIV),1
363,"54,25 – 55,78",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
364,"54,25 – 55,78",CERCETARE SPAŢIALĂ (PASIV),1
365,"55,78 – 56,90",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
366,"55,78 – 56,90",FIX,1
367,"55,78 – 56,90",INTERSATELIŢI,1
368,"55,78 – 56,90",CERCETARE SPAŢIALĂ (PASIV),1
369,"56,90 – 57,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
370,"56,90 – 57,00",FIX,1
371,"56,90 – 57,00",INTERSATELIŢI,1
372,"56,90 – 57,00",MOBIL,1
373,"56,90 – 57,00",CERCETARE SPAŢIALĂ (PASIV),1
374,"57,00 – 58,20",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
375,"57,00 – 58,20",FIX,1
376,"57,00 – 58,20",INTERSATELIŢI,1
377,"57,00 – 58,20",MOBIL,1
378,"57,00 – 58,20",CERCETARE SPAŢIALĂ (PASIV),1
379,"58,20 – 59,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
380,"58,20 – 59,00",FIX,1
381,"58,20 – 59,00",RADIOASTRONOMIE,1
382,"58,20 – 59,00",CERCETARE SPAŢIALĂ (PASIV),1
383,"59,00 – 59,30",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
384,"59,00 – 59,30",FIX,1
385,"59,00 – 59,30",INTERSATELIŢI,1
386,"59,00 – 59,30",MOBIL,1
387,"59,00 – 59,30",RADIOLOCAŢIE,1
388,"59,00 – 59,30",CERCETARE SPAŢIALĂ (PASIV),1
389,"59,30 – 64,00",FIX,1
390,"59,30 – 64,00",INTERSATELIŢI,1
391,"59,30 – 64,00",MOBIL,1
392,"59,30 – 64,00",RADIOLOCAŢIE,1
393,"64,00 – 65,00",FIX,1
394,"64,00 – 65,00",INTERSATELIŢI,1
395,"64,00 – 65,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
396,"65,00 – 66,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT,1
397,"65,00 – 66,00",FIX,1
398,"65,00 – 66,00",INTERSATELIŢI,1
399,"65,00 – 66,00",MOBIL CU EXCEPŢIA MOBIL AERONAUTIC,1
400,"65,00 – 66,00",CERCETARE SPAŢIALĂ,1
401,"66,00 – 71,00",INTERSATELIŢI,1
402,"66,00 – 71,00",MOBIL,1
403,"66,00 – 71,00",MOBIL PRIN SATELIT,1
404,"66,00 – 71,00",RADIONAVIGAŢIE,1
405,"66,00 – 71,00",RADIONAVIGAŢIE PRIN SATELIT,1
406,"71,00 – 73,00",FIX,1
407,"71,00 – 73,00",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT),1
408,"71,00 – 73,00",MOBIL,1
409,"71,00 – 73,00",MOBIL PRIN SATELIT (SPAŢIU–PĂMÂNT),1
410,"73,00 – 74,00",FIX,1
411,"73,00 – 74,00",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT),1
412,"73,00 – 74,00",MOBIL,1
